"source_row","record_key","cruise","station","survey","date","event","depth_id","bottle","depth_m","longitude","latitude","NO3_NO2_uM","H2PO4_uM","SiO2_uM","x_temperature","x_salinity","consensus_outlier","c","c0","y","u_raw_std","u_log_std","split","calib_10","calib_25","calib_50","calib_10_random_existing","sample_row_id"
1095,"ECOHAB_1|1472","ECOHAB_1","LP04","Survey_3",20030618,"CTD185",1472,6,10,-125.06,47.66,0.1,0.23,2.2,12.53,31.59,FALSE,1,0,0.1,-1.31640444852733,-1.80582521130132,"train",1,1,1,1,1
2656,"ECOHAB_3|3353","ECOHAB_3","GH04","Survey_1",20040910,"CTD014",3353,7,5,-124.63,46.98,0.7,0.18,16.5,16.7,31.45,FALSE,1,0,0.7,-1.39514339810862,-2.14346383843625,"train",0,1,1,0,2
2847,"ECOHAB_3|3480","ECOHAB_3","OZ04","Survey_1",20040912,"CTD045",3480,7,10,-125.1,47.89,0.7,0.24,9.6,13.2,32.2,FALSE,1,0,0.7,-1.30065665861107,-1.74720239110334,"train",0,0,1,0,3
4615,"ECOHAB_4|6163","ECOHAB_4","OZ06","Survey_2",20050720,"CTD127",6163,10,5,-125.35,47.78,0.4,0.14,6.4,15.01,31.49,FALSE,1,0,0.4,-1.45813455777364,-2.4896314610396,"train",0,0,0,0,4
5640,"ECOHAB_5|7251","ECOHAB_5","DA26",NA,20050913,"CTD084",7251,4,0,-124.13,46.58,0.5,0.28,16,13.61,32.29,FALSE,1,0,0.5,-1.23766549894604,-1.53487087188453,"train",0,0,0,0,5
5771,"ECOHAB_5|7331","ECOHAB_5","CB02","Survey_2",20050915,"CTD111",7331,16,0,-124.47,47.27,0.9,0.19,12.1,13.21,32.69,FALSE,1,0,0.9,-1.37939560819236,-2.06899011412234,"train",0,0,0,0,6
273,"ECOHAB_1|393","ECOHAB_1","LA06","Survey_1",20030606,"CTD051",393,10,0,-125.29,48.21,1.5,0.3,6.1,12.9,31.17,FALSE,2,1,1.5,-1.20616991911353,-1.43983813356311,"train",0,1,1,0,7
1413,"ECOHAB_2|1930","ECOHAB_2","CB02","Survey_1",20030901,"CTD004",1930,5,5,-124.47,47.27,2.3,0.35,11.5,11,32.96,FALSE,2,1,2.3,-1.12743096953224,-1.2275066143443,"train",0,0,1,0,8
2078,"ECOHAB_2|2449","ECOHAB_2","CF01","Survey_2",20030911,"CTD132",2449,3,10,-124.74,48.28,2.7,0.39,18.7,12.4,32.43,FALSE,2,1,2.7,-1.06443980986721,-1.07845015314334,"train",0,0,0,0,9
2245,"ECOHAB_2|2575","ECOHAB_2","KB06","Survey_3",20030913,"CTD163",2575,7,10,-125.21,47.33,0.1,0.36,3.7,15.6,31.97,FALSE,2,1,0.1,-1.11168317961599,-1.18870324928118,"train",1,1,1,1,10
2305,"ECOHAB_2|2622","ECOHAB_2","DE01","Survey_3",20030914,"CTD176",2622,8,0,-125.07,47.28,0.8,0.39,5.9,15,31.94,FALSE,2,1,0.8,-1.06443980986721,-1.07845015314334,"train",0,0,0,0,11
2319,"ECOHAB_2|2633","ECOHAB_2","DE04","Survey_3",20030915,"CTD179",2633,7,5,-125.13,47.16,0.7,0.41,4.9,14.7,31.98,FALSE,2,1,0.7,-1.0329442300347,-1.00956438118768,"train",0,0,0,0,12
2329,"ECOHAB_2|2641","ECOHAB_2","GH06","Survey_3",20030915,"CTD181",2641,9,0,-124.92,46.91,1.9,0.4,16.4,14.3,32.01,FALSE,2,1,1.9,-1.04869201995096,-1.04357668623019,"train",0,0,0,0,13
2734,"ECOHAB_3|3408","ECOHAB_3","KB04","Survey_1",20040911,"CTD028",3408,12,0,-124.92,47.43,0.2,0.31,5.6,16.83,32.05,FALSE,2,1,0.2,-1.19042212919727,-1.39467250145092,"train",0,1,1,0,14
2762,"ECOHAB_3|3425","ECOHAB_3","LP01","Survey_1",20040911,"CTD032",3425,6,5,-124.68,47.83,3.4,0.44,18.5,13.34,32.27,FALSE,2,1,3.4,-0.985700860285928,-0.912293740883808,"train",1,1,1,1,15
2777,"ECOHAB_3|3435","ECOHAB_3","LP04","Survey_1",20040911,"CTD035",3435,9,0,-125.06,47.65,1.1,0.34,7.3,15.46,32.08,FALSE,2,1,1.1,-1.1431787594485,-1.26743486992907,"train",0,0,0,0,16
2818,"ECOHAB_3|3462","ECOHAB_3","OZ08","Survey_1",20040912,"CTD041",3462,12,0,-125.59,47.66,0.9,0.29,6.6,15.96,32.05,FALSE,2,1,0.9,-1.22191770902979,-1.48653509253364,"train",0,0,1,0,17
2915,"ECOHAB_3|3528","ECOHAB_3","CF08","Survey_1",20040913,"CTD058",3528,8,10,-125.67,47.82,1.4,0.31,7.9,15.75,32.05,FALSE,2,1,1.4,-1.19042212919727,-1.39467250145092,"train",0,0,0,0,18
2963,"ECOHAB_3|3570","ECOHAB_3","LA08","Survey_1",20040914,"CTD067",3570,8,5,-125.51,48.1,3.4,0.43,13.3,14.78,32.08,FALSE,2,1,3.4,-1.00144865020219,-0.943960155435005,"train",0,0,1,0,19
2974,"ECOHAB_3|3578","ECOHAB_3","LA10","Survey_1",20040914,"CTD069",3578,9,5,-125.72,47.98,2.4,0.41,11.6,14.61,32.05,FALSE,2,1,2.4,-1.0329442300347,-1.00956438118768,"train",0,0,1,0,20
3091,"ECOHAB_3|3661","ECOHAB_3","LB13","Survey_1",20040915,"CTD090",3661,10,0,-125.88,48.2,0.5,0.34,7,15.33,32.11,FALSE,2,1,0.5,-1.1431787594485,-1.26743486992907,"train",0,0,1,0,21
3453,"ECOHAB_3|3963","ECOHAB_3","DA30",NA,20040921,"CTD147",3963,10,0,-126.02,48.53,1.5,0.33,21.9,13.08,32.35,FALSE,2,1,1.5,-1.15892654936476,-1.30855518821672,"train",0,0,0,0,22
6298,"ECOHAB_5|7612","ECOHAB_5","LD05","Survey_2",20050921,"CTD201",7612,9,0,-126.06,48.83,1.6,0.4,16.2,13.89,31.94,FALSE,2,1,1.6,-1.04869201995096,-1.04357668623019,"train",0,0,0,0,23
6471,"ECOHAB_6|10949","ECOHAB_6","GH08","Survey_1",20060915,"CTD022",10949,10,0,-125.27,46.86,2.31,0.43,20.6,13.68,32.52,FALSE,2,1,2.31,-1.00144865020219,-0.943960155435005,"train",0,1,1,0,24
6720,"ECOHAB_6|11211","ECOHAB_6","CF08","Survey_1",20060918,"CTD069",11211,8,5,-125.67,47.82,0.38,0.43,6.49,14.65,32.26,FALSE,2,1,0.38,-1.00144865020219,-0.943960155435005,"train",0,0,0,0,25
7458,"ECOHAB_6|12008","ECOHAB_6","D3918","Survey_2",20061001,"CTD211",12008,5,5,-124.59,47.04,3.5,0.41,25.3,12.41,32.08,FALSE,2,1,3.5,-1.0329442300347,-1.00956438118768,"train",0,0,0,0,26
700,"ECOHAB_1|978","ECOHAB_1","DB05","Canyon_Survey",20030614,"CTD122",978,7,5,-125.08,48.37,6.7,0.56,15.3,10.98,31.56,FALSE,3,2,6.7,-0.796727381290842,-0.580110282729458,"train",0,0,0,0,27
1423,"ECOHAB_2|1939","ECOHAB_2","CB04","Survey_1",20030901,"CTD006",1939,6,10,-124.72,47.2,8.4,0.65,25.9,12.2,32.51,FALSE,3,2,8.4,-0.654997272044527,-0.374824448270194,"train",0,0,1,0,28
1608,"ECOHAB_2|2069","ECOHAB_2","CF08","Survey_1",20030903,"CTD039",2069,8,5,-125.66,47.82,3.3,0.52,14.2,13.3,31.98,FALSE,3,2,3.3,-0.859718540955871,-0.682188705810421,"train",0,0,0,0,29
1815,"ECOHAB_2|2218","ECOHAB_2","LC09","Survey_1",20030906,"CTD076",2218,8,5,-126.23,48.43,3,0.57,22.8,13.5,32.04,FALSE,3,2,3,-0.780979591374585,-0.555730383145118,"train",1,1,1,1,30
2486,"ECOHAB_2|2725","ECOHAB_2","C01","Final_Survey_Lines",20030917,"CTD214",2725,9,0,-125.34,48.05,6.8,0.67,27.3,13.2,31.98,FALSE,3,2,6.8,-0.623501692212013,-0.333081000197107,"train",0,0,1,0,31
2586,"ECOHAB_3|3302","ECOHAB_3","LP01",NA,20040909,"CTD002",3302,6,0,-124.68,47.83,3.9,0.52,20.4,12.81,32.33,FALSE,3,2,3.9,-0.859718540955871,-0.682188705810421,"train",0,0,0,0,32
2672,"ECOHAB_3|3365","ECOHAB_3","GH01","Survey_1",20040910,"CTD017",3365,4,5,-124.24,47.07,5.6,0.62,32.1,13.29,32.06,FALSE,3,2,5.6,-0.702240641793299,-0.439911912295854,"train",0,0,0,0,33
3260,"ECOHAB_3|3786","ECOHAB_3","DA05",NA,20040917,"CTD117",3786,8,5,-125.15,48.52,7.1,0.63,20.8,12.95,32.17,FALSE,3,2,7.1,-0.686492851877041,-0.417872588240219,"train",0,1,1,0,34
3367,"ECOHAB_3|3881","ECOHAB_3","DA19",NA,20040919,"CTD134",3881,8,0,-125.85,48.67,5.5,0.55,23.6,12.57,32.3,FALSE,3,2,5.5,-0.812475171207099,-0.604929483343581,"train",0,0,0,0,35
3598,"ECOHAB_3|4089","ECOHAB_3","DA39",NA,20040924,"CTD169",4089,6,5,-126.08,48.49,3.5,0.58,21.3,12.89,32.29,FALSE,3,2,3.5,-0.765231801458328,-0.531774503378568,"train",0,0,0,0,36
6301,"ECOHAB_5|7614","ECOHAB_5","LD05","Survey_2",20050921,"CTD201",7614,6,10,-126.06,48.83,3.7,0.54,17.1,13.75,31.95,FALSE,3,2,3.7,-0.828222961123356,-0.630204107459029,"train",0,1,1,0,37
6436,"ECOHAB_6|10915","ECOHAB_6","GH04","Survey_1",20060914,"CTD018",10915,6,5,-124.62,46.98,8.69,0.7,23.8,11.33,33.1,FALSE,3,2,8.69,-0.576258322463241,-0.27274602518923,"train",0,0,1,0,38
7053,"ECOHAB_6|11557","ECOHAB_6","LC09","Survey_1",20060925,"CTD130",11557,7,10,-126.23,48.43,3.92,0.69,12.5,13.36,32.24,FALSE,3,2,3.92,-0.592006112379498,-0.292565480324093,"train",1,1,1,1,39
483,"ECOHAB_1|664","ECOHAB_1","LC01","Survey_1",20030608,"CTD086",664,6,10,-125.46,48.84,9.8,1.04,15.1,10.56,31.43,FALSE,4,3,9.8,-0.0408334653104962,0.272571883344649,"train",0,0,0,0,40
607,"ECOHAB_1|888","ECOHAB_1","DB01",NA,20030612,"CTD112",888,5,10,-125.34,48.33,9.1,0.91,9,9.58,32.15,FALSE,4,3,9.1,-0.24555473422184,0.088641955230543,"train",0,0,0,0,41
1532,"ECOHAB_2|2012","ECOHAB_2","LP04","Survey_1",20030902,"CTD025",2012,6,10,-125.06,47.65,8,0.78,25.2,13.2,32.29,FALSE,4,3,8,-0.450276003133183,-0.123689563988267,"train",0,0,1,0,42
1740,"ECOHAB_2|2163","ECOHAB_2","LAB06","Survey_1",20030905,"CTD063",2163,8,0,-125.47,48.26,9.3,0.88,28.8,13.9,31.63,FALSE,4,3,9.3,-0.292798103970611,0.0424668482712623,"train",0,0,1,0,43
1888,"ECOHAB_2|2284","ECOHAB_2","DD05",NA,20030907,"CTD091",2284,7,0,-125.61,48.03,5.8,0.76,26.9,13.8,31.52,FALSE,4,3,5.8,-0.481771582965698,-0.159468935812202,"train",0,0,1,0,44
1904,"ECOHAB_2|2296","ECOHAB_2","DD06",NA,20030908,"CTD093",2296,6,10,-125.58,48.08,12.6,1.12,29.3,12.5,31.85,FALSE,4,3,12.6,0.0851488540195615,0.374650306425613,"train",0,1,1,0,45
2286,"ECOHAB_2|2609","ECOHAB_2","LP04","Survey_3",20030914,"CTD172",2609,6,10,-125.06,47.66,7.8,0.91,16.9,13.5,31.8,FALSE,4,3,7.8,-0.24555473422184,0.088641955230543,"train",0,0,0,0,46
2386,"ECOHAB_2|2678","ECOHAB_2","LP04","Final_Survey_Lines",20030916,"CTD191",2678,6,10,-125.06,47.65,12.3,1.03,32.8,13.1,31.7,FALSE,4,3,12.3,-0.0565812552267534,0.259263293173365,"train",0,0,0,0,47
2487,"ECOHAB_2|2726","ECOHAB_2","C01","Final_Survey_Lines",20030917,"CTD214",2726,8,5,-125.34,48.05,9.2,0.82,28.7,13,32.01,FALSE,4,3,9.2,-0.387284843468155,-0.0548037920326133,"train",0,0,0,0,48
3295,"ECOHAB_3|3823","ECOHAB_3","DA09",NA,20040918,"CTD122",3823,6,10,-125.32,48.62,10.5,0.88,26.7,12.27,32.31,FALSE,4,3,10.5,-0.292798103970611,0.0424668482712623,"train",0,0,0,0,49
3441,"ECOHAB_3|3951","ECOHAB_3","DA28",NA,20040921,"CTD145",3951,7,10,-126.01,48.52,13,1.11,33.8,11.36,32.49,FALSE,4,3,13,0.0694010641033043,0.362296605975212,"train",0,0,0,0,50
4591,"ECOHAB_4|6139","ECOHAB_4","OZ02","Survey_2",20050719,"CTD123",6139,5,5,-124.86,48.01,10.6,0.83,22.4,12.76,31.94,FALSE,4,3,10.6,-0.371537053551898,-0.0381074861861789,"train",0,0,1,0,51
4592,"ECOHAB_4|6140","ECOHAB_4","OZ02","Survey_2",20050719,"CTD123",6140,4,10,-124.86,48.01,16.3,1.22,25.8,11.25,32.12,FALSE,4,3,16.3,0.242626753182133,0.492450974144812,"train",0,1,1,0,52
5773,"ECOHAB_5|7333","ECOHAB_5","CB02","Survey_2",20050915,"CTD111",7333,4,10,-124.47,47.27,14.8,0.93,24.9,10.74,32.78,FALSE,4,3,14.8,-0.214059154389325,0.1185872295263,"train",0,0,1,0,53
5786,"ECOHAB_5|7340","ECOHAB_5","KB02","Survey_2",20050915,"CTD114",7340,7,0,-124.64,47.53,15.5,1.07,37,12.94,32.49,FALSE,4,3,15.5,0.00640990443827542,0.311743102160042,"train",1,1,1,1,54
5787,"ECOHAB_5|7341","ECOHAB_5","KB02","Survey_2",20050915,"CTD114",7341,6,5,-124.64,47.53,15.2,0.97,35.9,12.35,32.6,FALSE,4,3,15.2,-0.151067994724297,0.176592784032924,"train",0,1,1,0,55
5883,"ECOHAB_5|7390","ECOHAB_5","LP01","Survey_2",20050917,"CTD130",7390,5,0,-124.68,47.82,14,1.04,27.8,11.66,32.72,FALSE,4,3,14,-0.0408334653104962,0.272571883344649,"train",0,0,0,0,56
6597,"ECOHAB_6|11084","ECOHAB_6","LP04","Survey_1",20060917,"CTD047",11084,8,0,-125.06,47.66,9.34,0.91,22.7,11.85,32.2,FALSE,4,3,9.34,-0.24555473422184,0.088641955230543,"train",0,0,0,0,57
6599,"ECOHAB_6|11086","ECOHAB_6","LP04","Survey_1",20060917,"CTD047",11086,6,10,-125.06,47.66,11.5,1.07,20.9,10.14,32.39,FALSE,4,3,11.5,0.00640990443827542,0.311743102160042,"train",0,0,0,0,58
6649,"ECOHAB_6|11136","ECOHAB_6","OZ06","Survey_1",20060917,"CTD055",11136,7,10,-125.35,47.78,6.9,0.85,18.3,12.29,32.18,FALSE,4,3,6.9,-0.340041473719383,-0.00531002323377337,"train",1,1,1,1,59
7168,"ECOHAB_6|11669","ECOHAB_6","D3918","Survey_2",20060927,"CTD154",11669,14,10,-126.13,47.97,7,0.78,16.5,12.64,32.23,FALSE,4,3,7,-0.450276003133183,-0.123689563988267,"train",0,0,0,0,60
7242,"ECOHAB_6|11754","ECOHAB_6","LAB07","Survey_2",20060928,"CTD167",11754,2,10,-125.59,48.2,12.7,1.07,25.3,11.5,32.24,FALSE,4,3,12.7,0.00640990443827542,0.311743102160042,"train",0,0,0,0,61
7465,"ECOHAB_6|12015","ECOHAB_6","D66683","Survey_2",20061001,"CTD212",12015,4,10,-125.02,47.34,8.7,0.82,24.2,12.99,32.2,FALSE,4,3,8.7,-0.387284843468155,-0.0548037920326133,"train",0,1,1,0,62
7541,"ECOHAB_6|12102","ECOHAB_6","D60057","Survey_2",20061002,"CTD228",12102,8,0,-125.39,48,9.8,0.97,22.8,12.37,32.2,FALSE,4,3,9.8,-0.151067994724297,0.176592784032924,"train",0,0,1,0,63
639,"ECOHAB_1|927","ECOHAB_1","DB03",NA,20030613,"CTD116",927,6,10,-125.28,48.35,17.3,1.3,26.9,10.28,31.69,FALSE,5,4,17.3,0.368609072512191,0.579936140884877,"train",0,0,0,0,64
1257,"ECOHAB_1|1738","ECOHAB_1","LB03","Survey_3",20030621,"CTD224",1738,6,5,-125.09,48.62,15.6,1.27,22.7,10.3,31.82,FALSE,5,4,15.6,0.321365702763419,0.547776819415838,"train",0,0,1,0,65
1697,"ECOHAB_2|2130","ECOHAB_2","LA08","Survey_1",20030904,"CTD055",2130,7,5,-125.51,48.1,19.8,1.59,41.7,11.9,31.69,FALSE,5,4,19.8,0.82529498008365,0.85730854926359,"train",0,0,0,0,66
2000,"ECOHAB_2|2386","ECOHAB_2","LAB02","Survey_2",20030909,"CTD117",2386,7,5,-124.96,48.53,18.7,1.58,40.9,12.1,32.13,FALSE,5,4,18.7,0.809547190167393,0.848618120643258,"train",0,1,1,0,67
2275,"ECOHAB_2|2601","ECOHAB_2","LP02","Survey_3",20030914,"CTD170",2601,6,5,-124.81,47.77,14.9,1.24,30.5,11.5,32.4,FALSE,5,4,14.9,0.274122333014648,0.514848676859216,"train",1,1,1,1,68
2428,"ECOHAB_2|3204","ECOHAB_2","C11","Final_Survey_Lines",20030917,"CTD201",3204,7,10,-124.85,48.44,17.7,1.41,37.6,11.5,32.3,FALSE,5,4,17.7,0.54183476159102,0.691818365973378,"train",0,0,0,0,69
4295,"ECOHAB_4|5842","ECOHAB_4","JDFC",NA,20050715,"CTD075",5842,11,0,-124.05,48.29,19.3,1.58,33.8,11.79,31.68,FALSE,5,4,19.3,0.809547190167393,0.848618120643258,"train",0,0,1,0,70
4296,"ECOHAB_4|5843","ECOHAB_4","JDFC",NA,20050715,"CTD075",5843,10,5,-124.05,48.29,20.1,1.58,33.8,11.08,31.79,FALSE,5,4,20.1,0.809547190167393,0.848618120643258,"train",0,0,0,0,71
4673,"ECOHAB_4|6224","ECOHAB_4","CF02","Survey_2",20050720,"CTD138",6224,6,0,-124.87,48.22,21,1.51,32.9,12.79,32.08,FALSE,5,4,21,0.699312660753592,0.786199683915093,"train",0,1,1,0,72
5875,"ECOHAB_5|7385","ECOHAB_5","LP03","Survey_2",20050917,"CTD128",7385,1,10,-124.93,47.71,20.5,1.48,30.7,10.28,32.46,FALSE,5,4,20.5,0.65206929100482,0.758558053308128,"train",0,0,0,0,73
6008,"ECOHAB_5|7458","ECOHAB_5","LA06","Survey_2",20050918,"CTD152",7458,8,0,-125.29,48.21,18.6,1.3,36.5,12,32.67,FALSE,5,4,18.6,0.368609072512191,0.579936140884877,"train",0,0,0,0,74
6075,"ECOHAB_5|7496","ECOHAB_5","LAB03","Survey_2",20050919,"CTD163",7496,7,5,-125.1,48.46,24.6,1.57,43.7,10.64,32.67,FALSE,5,4,24.6,0.793799400251135,0.839872514328797,"train",0,0,0,0,75
6122,"ECOHAB_5|7520","ECOHAB_5","LB08","Survey_2",20050919,"CTD171",7520,6,10,-125.47,48.42,14.6,1.23,35.7,11.01,32.39,FALSE,5,4,14.6,0.25837454309839,0.503695349789541,"train",0,0,1,0,76
6758,"ECOHAB_6|11251","ECOHAB_6","LA06","Survey_1",20060919,"CTD077",11251,6,5,-125.29,48.21,17.9,1.58,42.3,11.79,32.02,FALSE,5,4,17.9,0.809547190167393,0.848618120643258,"train",0,0,0,0,77
6896,"ECOHAB_6|11391","ECOHAB_6","LB08","Survey_1",20060920,"CTD099",11391,7,5,-125.48,48.42,19.2,1.66,43.4,11.57,32.11,FALSE,5,4,19.2,0.93552950949745,0.916653102968892,"train",0,0,1,0,78
297,"ECOHAB_1|418","ECOHAB_1","LA02","Survey_1",20030606,"CTD055",418,8,5,-124.86,48.44,26.6,2.02,41.5,9.47,31.91,FALSE,6,5,26.6,1.50244994648271,1.18701461760046,"train",0,1,1,0,79
322,"ECOHAB_1|461","ECOHAB_1","LAB02","Survey_1",20030607,"CTD058",461,7,0,-124.97,48.53,24.6,1.83,39.4,10.27,31.61,FALSE,6,5,24.6,1.20324193807382,1.05095011596697,"train",0,0,0,0,80
964,"ECOHAB_1|1302","ECOHAB_1","JDF01",NA,20030616,"CTD162",1302,8,5,-124.38,48.39,21.5,1.76,33.9,9.88,31.28,FALSE,6,5,21.5,1.09300740866002,0.997227437426333,"train",0,0,0,0,81
1037,"ECOHAB_1|1394","ECOHAB_1","CB01","Survey_3",20030617,"CTD175",1394,3,10,-124.37,47.3,21.1,2.19,29.7,10.14,32.07,FALSE,6,5,21.1,1.77016237505908,1.29831638403426,"train",0,0,1,0,82
1247,"ECOHAB_1|1723","ECOHAB_1","LAB01","Survey_3",20030621,"CTD222",1723,4,10,-124.83,48.59,22.6,1.83,32.9,9.46,31.81,FALSE,6,5,22.6,1.20324193807382,1.05095011596697,"train",0,0,1,0,83
1663,"ECOHAB_2|2106","ECOHAB_2","LA02","Survey_1",20030904,"CTD049",2106,8,5,-124.86,48.44,28.7,2.29,51,9.75,32.52,FALSE,6,5,28.7,1.92764027422165,1.35981893768432,"train",0,0,0,0,84
1847,"ECOHAB_2|2239","ECOHAB_2","LBC04","Survey_1",20030906,"CTD081",2239,2,10,-125.63,48.54,28.8,2.27,48.2,9.44,32.53,FALSE,6,5,28.8,1.89614469438914,1.34773615523083,"train",0,1,1,0,85
2276,"ECOHAB_2|2602","ECOHAB_2","LP02","Survey_3",20030914,"CTD170",2602,5,10,-124.81,47.77,26.1,2.07,37.1,9,32.74,FALSE,6,5,26.1,1.581188896064,1.22069425065313,"train",0,0,0,0,86
2420,"ECOHAB_2|2699","ECOHAB_2","C12","Final_Survey_Lines",20030917,"CTD200",2699,7,0,-124.9,48.46,24.8,2,45.1,10.7,32.36,FALSE,6,5,24.8,1.4709543666502,1.17330874962017,"train",0,0,0,0,87
2540,"ECOHAB_2|2754","ECOHAB_2","JDFD","Final_Survey_Lines",20030918,"CTD222",2754,7,5,-123.72,48.23,25.4,2.26,48.6,11.2,31.29,FALSE,6,5,25.4,1.88039690447288,1.34165478390784,"train",0,1,1,0,88
2548,"ECOHAB_2|2757","ECOHAB_2","JDFE","Final_Survey_Lines",20030918,"CTD223",2757,8,5,-123.41,48.23,25.7,2.26,49.1,10.7,31.38,FALSE,6,5,25.7,1.88039690447288,1.34165478390784,"train",0,0,1,0,89
5646,"ECOHAB_5|7255","ECOHAB_5","EH1",NA,20050913,"CTD086",7255,5,5,-124.7,48.49,26.3,1.78,41.3,11.17,31.53,FALSE,6,5,26.3,1.12450298849254,1.01279176536996,"train",0,0,0,0,90
5967,"ECOHAB_5|7439","ECOHAB_5","CF02","Survey_2",20050918,"CTD145",7439,4,10,-124.88,48.21,26.9,1.86,41.7,10.65,32,FALSE,6,5,26.9,1.25048530782259,1.07334781868137,"train",1,1,1,1,91
5997,"ECOHAB_5|7452","ECOHAB_5","LA04","Survey_2",20050918,"CTD150",7452,8,0,-125.07,48.32,25.3,1.8,40.4,10.73,32.68,FALSE,6,5,25.3,1.15599856832505,1.02818218656919,"train",0,0,0,0,92
6211,"ECOHAB_5|7566","ECOHAB_5","LC01","Survey_2",20050920,"CTD186",7566,5,10,-125.46,48.84,24.8,1.83,42.9,11.1,31.61,FALSE,6,5,24.8,1.20324193807382,1.05095011596697,"train",0,0,1,0,93
6325,"ECOHAB_6|10793","ECOHAB_6","PW02","Survey_0",20060912,"CTD002",10793,8,0,-122.48,47.95,17.5,1.94,47,12.97,30.21,FALSE,6,5,17.5,1.37646762715265,1.13135337318799,"train",0,0,0,0,94
6337,"ECOHAB_6|10809","ECOHAB_6","PW03","Survey_0",20060913,"CTD004",10809,7,0,-122.66,48,19.3,2.01,48.4,12.5,30.6,FALSE,6,5,19.3,1.48670215656645,1.18017873078012,"train",0,0,0,0,95
6423,"ECOHAB_6|10896","ECOHAB_6","GH01","Survey_1",20060914,"CTD014",10896,3,10,-124.25,47.07,17.9,1.89,51.8,10.63,33.39,FALSE,6,5,17.9,1.29772867757137,1.09538714273701,"train",0,0,0,0,96
6797,"ECOHAB_6|11292","ECOHAB_6","LAB01","Survey_1",20060919,"CTD083",11292,5,5,-124.83,48.59,26.8,2.28,54.9,10.48,31.96,FALSE,6,5,26.8,1.9118924843054,1.35379079516502,"train",0,0,1,0,97
7017,"ECOHAB_6|11520","ECOHAB_6","LC03","Survey_1",20060925,"CTD124",11520,6,10,-125.57,48.78,20.9,1.88,43.8,10.55,32.4,FALSE,6,5,20.9,1.28198088765511,1.08807981330629,"train",0,0,0,0,98
7040,"ECOHAB_6|11543","ECOHAB_6","LC07","Survey_1",20060925,"CTD128",11543,7,5,-126.01,48.55,21.6,1.76,45.2,10.91,32.56,FALSE,6,5,21.6,1.09300740866002,0.997227437426333,"train",0,0,1,0,99
7041,"ECOHAB_6|11544","ECOHAB_6","LC07","Survey_1",20060925,"CTD128",11544,6,10,-126.01,48.55,22.3,1.84,46.1,10.79,32.62,FALSE,6,5,22.3,1.21898972799008,1.05845655616389,"train",1,1,1,1,100
205,"ECOHAB_1|313","ECOHAB_1","CF04","Survey_1",20030606,"CTD040",313,9,0,-125.13,48.08,1.1,0.25,5.9,13.41,31.19,FALSE,1,0,1.1,-1.28490886869482,-1.69097301784504,"test",0,0,0,0,101
249,"ECOHAB_1|364","ECOHAB_1","LA10","Survey_1",20030606,"CTD047",364,8,10,-125.72,47.98,0.1,0.26,2.9,12.85,31.65,FALSE,1,0,0.1,-1.26916107877856,-1.63694929496549,"test",0,0,0,0,102
523,"ECOHAB_1|722","ECOHAB_1","LC09","Survey_1",20030609,"CTD093",722,10,0,-126.22,48.43,0.8,0.22,3.7,12.52,31.27,FALSE,1,0,0.8,-1.33215223844359,-1.86705433003888,"test",0,0,0,0,103
799,"ECOHAB_1|1062","ECOHAB_1","LA04","Survey_2",20030614,"CTD131",1062,7,5,-125.07,48.32,0.9,0.27,4.9,12.16,31.62,FALSE,1,0,0.9,-1.2534132888623,-1.5849646966141,"test",0,0,0,0,104
925,"ECOHAB_1|1261","ECOHAB_1","LB06","Survey_2",20030616,"CTD156",1261,7,0,-125.26,48.54,2,0.25,9.8,11.05,32.17,FALSE,1,0,2,-1.28490886869482,-1.69097301784504,"test",0,0,0,0,105
996,"ECOHAB_1|1349","ECOHAB_1","CB01","Survey_3",20030617,"CTD167",1349,4,8,-124.37,47.3,0.6,0.22,9.9,12.81,30.42,FALSE,1,0,0.6,-1.33215223844359,-1.86705433003888,"test",0,0,0,0,106
1004,"ECOHAB_1|1362","ECOHAB_1","KB02","Survey_3",20030617,"CTD169",1362,7,0,-124.64,47.53,1.3,0.19,2.6,14.12,29.6,FALSE,1,0,1.3,-1.37939560819236,-2.06899011412234,"test",0,0,0,0,107
1042,"ECOHAB_1|1401","ECOHAB_1","CB02","Survey_3",20030617,"CTD176",1401,5,10,-124.47,47.27,0.1,0.12,1.3,13.14,30.86,FALSE,1,0,0.1,-1.48963013760616,-2.70196298025841,"test",0,0,0,0,108
1142,"ECOHAB_1|1559","ECOHAB_1","DC08","Survey_3",20030619,"CTD198",1559,5,0,-124.49,47.57,1.7,0.16,2.9,13.41,31.62,FALSE,1,0,1.7,-1.42663897794113,-2.30570153292549,"test",0,0,0,0,109
1312,"ECOHAB_1|1814","ECOHAB_1","LB15","Survey_3",20030622,"CTD234",1814,7,10,-126.14,48.07,0.1,0.24,3.7,13.37,31.46,FALSE,1,0,0.1,-1.30065665861107,-1.74720239110334,"test",0,0,0,0,110
2591,"ECOHAB_3|3306","ECOHAB_3","LP02",NA,20040909,"CTD003",3306,8,0,-124.81,47.77,0.2,0.2,12.3,14.51,32.18,FALSE,1,0,0.2,-1.3636478182761,-1.99833727538526,"test",0,0,0,0,111
2643,"ECOHAB_3|3345","ECOHAB_3","GH06","Survey_1",20040910,"CTD012",3345,11,5,-124.92,46.91,0.1,0.13,12,17.32,31.23,FALSE,1,0,0.1,-1.4738823476899,-2.59170988412056,"test",0,0,0,0,112
